800,0.000004,0.000001,4.000000
800,0.000003,0.000002,1.500000
800,0.000002,0.000003,0.666667
800,0.000002,0.000003,0.666667
800,0.000002,0.000003,0.666667
800,0.000002,0.000003,0.666667
800,0.000002,0.000002,1.000000
800,0.000003,0.000002,1.500000
800,0.000002,0.000002,1.000000
800,0.000003,0.000002,1.500000
1600,0.000005,0.000004,1.250000
1600,0.000005,0.000004,1.250000
1600,0.000005,0.000004,1.250000
1600,0.000005,0.000004,1.250000
1600,0.000005,0.000004,1.250000
1600,0.000005,0.000004,1.250000
1600,0.000005,0.000003,1.666667
1600,0.000005,0.000004,1.250000
1600,0.000005,0.000003,1.666667
1600,0.000005,0.000003,1.666667
3200,0.000010,0.000006,1.666667
3200,0.000010,0.000005,2.000000
3200,0.000010,0.000006,1.666667
3200,0.000009,0.000005,1.800000
3200,0.000010,0.000005,2.000000
3200,0.000010,0.000006,1.666667
3200,0.000009,0.000005,1.800000
3200,0.000010,0.000005,2.000000
3200,0.000010,0.000006,1.666667
3200,0.000009,0.000005,1.800000
6400,0.000020,0.000012,1.666667
6400,0.000020,0.000011,1.818182
6400,0.000020,0.000011,1.818182
6400,0.000020,0.000011,1.818182
6400,0.000019,0.000011,1.727273
6400,0.000020,0.000011,1.818182
6400,0.000019,0.000011,1.727273
6400,0.000019,0.000011,1.727273
6400,0.000020,0.000011,1.818182
6400,0.000020,0.000011,1.818182
12800,0.000039,0.000023,1.695652
12800,0.000039,0.000023,1.695652
12800,0.000038,0.000022,1.727273
12800,0.000039,0.000022,1.772727
12800,0.000039,0.000023,1.695652
12800,0.000039,0.000022,1.772727
12800,0.000039,0.000022,1.772727
12800,0.000040,0.000022,1.818182
12800,0.000039,0.000022,1.772727
12800,0.000039,0.000022,1.772727
25600,0.000078,0.000044,1.772727
25600,0.000078,0.000044,1.772727
25600,0.000078,0.000044,1.772727
25600,0.000078,0.000044,1.772727
25600,0.000078,0.000043,1.813953
25600,0.000078,0.000044,1.772727
25600,0.000078,0.000044,1.772727
25600,0.000079,0.000043,1.837209
25600,0.000079,0.000044,1.795455
25600,0.000078,0.000044,1.772727
51200,0.000159,0.000089,1.786517
51200,0.000157,0.000088,1.784091
51200,0.000156,0.000088,1.772727
51200,0.000156,0.000088,1.772727
51200,0.000156,0.000087,1.793103
51200,0.000156,0.000088,1.772727
51200,0.000155,0.000087,1.781609
51200,0.000156,0.000088,1.772727
51200,0.000155,0.000088,1.761364
51200,0.000155,0.000088,1.761364
102400,0.000294,0.000165,1.781818
102400,0.000291,0.000165,1.763636
102400,0.000291,0.000165,1.763636
102400,0.000292,0.000225,1.297778
102400,0.000445,0.000278,1.600719
102400,0.000501,0.000212,2.363208
102400,0.000323,0.000182,1.774725
102400,0.000325,0.000175,1.857143
102400,0.000311,0.000192,1.619792
102400,0.000312,0.000175,1.782857
204800,0.000592,0.000329,1.799392
204800,0.000584,0.000329,1.775076
204800,0.000624,0.000350,1.782857
204800,0.000677,0.000351,1.928775
204800,0.000677,0.000390,1.735897
204800,0.000663,0.000395,1.678481
204800,0.000661,0.000388,1.703608
204800,0.000658,0.000388,1.695876
204800,0.000794,0.000389,2.041131
204800,0.000623,0.000358,1.740223
409600,0.001148,0.000641,1.790952
409600,0.001130,0.000641,1.762871
409600,0.001153,0.000648,1.779321
409600,0.001130,0.000655,1.725191
409600,0.001146,0.000640,1.790625
409600,0.001214,0.000663,1.831071
409600,0.001163,0.000661,1.759455
409600,0.001181,0.000643,1.836703
409600,0.001137,0.000640,1.776562
409600,0.001136,0.000640,1.775000
